paper_id,publication_date,year_month,field,subfield,num_authors,institutions_distinct_count,countries_distinct_count,type,language,n_references,marker_count,marker_types,word_count,marker_rate,has_abstract,year,era,llm_flag,llm_flag_strict
https://openalex.org/W3122043896,2021-01-25,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,5,5,4,135,0.037037037037037035,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3121984169,2021-01-19,2021-01,Arts and Humanities,Music,1,1,1,article,en,16,6,6,113,0.05309734513274336,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3197530229,2021-01-01,2021-01,Arts and Humanities,History,1,1,1,article,en,9,3,3,105,0.02857142857142857,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3207273906,2021-01-01,2021-01,Arts and Humanities,Philosophy,1,1,1,article,en,22,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W4205221031,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,8,6,98,0.08163265306122448,1,2021,Pre-ChatGPT,1,0
https://openalex.org/W4295165588,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,38,24,694,0.05475504322766571,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4206463463,2021-01-01,2021-01,Arts and Humanities,History and Philosophy of Science,2,2,2,article,en,1,2,2,98,0.02040816326530612,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3155372313,2021-01-20,2021-01,Arts and Humanities,History,1,1,0,article,en,6,12,7,291,0.041237113402061855,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4387320472,2021-01-04,2021-01,Arts and Humanities,History,1,1,0,article,en,0,0,0,0,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4205467154,2021-01-01,2021-01,Arts and Humanities,Philosophy,1,1,0,article,en,3,7,6,241,0.029045643153526972,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4312953805,2021-01-01,2021-01,Arts and Humanities,Music,1,1,0,article,en,1,16,14,307,0.05211726384364821,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4225774940,2021-01-01,2021-01,Arts and Humanities,Visual Arts and Performing Arts,2,2,2,article,en,0,17,15,151,0.11258278145695365,1,2021,Pre-ChatGPT,1,1
https://openalex.org/W3157014257,2021-01-29,2021-01,Arts and Humanities,Language and Linguistics,1,1,2,article,en,10,4,4,136,0.029411764705882353,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3214780556,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,14,10,301,0.046511627906976744,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3131131916,2021-01-02,2021-01,Arts and Humanities,History,1,1,1,article,en,0,0,0,15,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3206655316,2021-01-01,2021-01,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,0,0,0,92,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3147035066,2021-01-02,2021-01,Arts and Humanities,History,1,1,1,article,en,35,8,7,103,0.07766990291262135,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4253356068,2021-01-01,2021-01,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,0,0,0,83,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4210716908,2021-01-01,2021-01,Arts and Humanities,Conservation,1,1,0,article,en,0,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W4206360728,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,21,17,688,0.030523255813953487,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4287372679,2021-01-21,2021-01,Arts and Humanities,Philosophy,1,1,0,article,en,0,10,6,397,0.02518891687657431,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3212059198,2021-01-01,2021-01,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,0,6,5,83,0.07228915662650602,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3199695213,2021-01-01,2021-01,Arts and Humanities,Language and Linguistics,1,1,1,article,en,17,11,9,202,0.054455445544554455,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3137956355,2021-01-02,2021-01,Arts and Humanities,Visual Arts and Performing Arts,1,1,1,article,en,0,7,6,264,0.026515151515151516,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3179160002,2021-01-01,2021-01,Arts and Humanities,Philosophy,1,1,0,article,en,0,3,3,143,0.02097902097902098,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3181498353,2021-01-01,2021-01,Arts and Humanities,History,2,2,0,article,en,0,7,7,123,0.056910569105691054,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3128051778,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,3,3,0,article,en,12,15,12,275,0.05454545454545454,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3139301783,2021-01-01,2021-01,Arts and Humanities,Language and Linguistics,1,1,0,article,en,0,4,3,130,0.03076923076923077,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4382706552,2021-01-01,2021-01,Arts and Humanities,History,1,1,0,article,en,0,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W4210992011,2021-01-01,2021-01,Arts and Humanities,Religious studies,1,1,1,article,en,10,8,7,176,0.045454545454545456,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3128814001,2021-01-01,2021-01,Arts and Humanities,Music,2,2,1,article,en,9,15,11,168,0.08928571428571429,1,2021,Pre-ChatGPT,1,0
https://openalex.org/W4205530756,2021-01-01,2021-01,Arts and Humanities,Archeology,1,1,1,article,en,1,6,4,164,0.036585365853658534,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3215870965,2021-01-01,2021-01,Arts and Humanities,Conservation,1,1,2,article,en,0,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W3205933844,2021-01-01,2021-01,Arts and Humanities,Philosophy,1,1,0,article,en,6,10,7,135,0.07407407407407407,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3120816552,2021-01-03,2021-01,Arts and Humanities,Archeology,1,1,0,article,en,1,10,6,425,0.023529411764705882,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W7112804285,2021-01-01,2021-01,Arts and Humanities,Archeology,1,1,0,article,en,0,4,3,111,0.036036036036036036,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3202592395,2021-01-01,2021-01,Arts and Humanities,History,1,1,1,article,en,12,3,3,82,0.036585365853658534,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3196464781,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,16,12,248,0.06451612903225806,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4288076816,2021-01-01,2021-01,Arts and Humanities,Language and Linguistics,3,3,1,article,en,0,17,13,192,0.08854166666666667,1,2021,Pre-ChatGPT,1,0
https://openalex.org/W3168895586,2021-01-01,2021-01,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,44,3,3,99,0.030303030303030304,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4205561032,2021-01-01,2021-01,Arts and Humanities,Language and Linguistics,5,5,1,article,en,12,6,5,150,0.04,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3195871138,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,16,11,221,0.07239819004524888,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3184533838,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W4205597358,2021-01-01,2021-01,Arts and Humanities,History,1,1,1,article,en,40,7,6,169,0.04142011834319527,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3194545378,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,2,2,1,article,en,17,11,9,153,0.0718954248366013,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3148967980,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,0,13,9,202,0.06435643564356436,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4210774319,2021-01-01,2021-01,Arts and Humanities,Archeology,1,1,1,article,en,0,0,0,90,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4285540465,2021-01-01,2021-01,Arts and Humanities,Language and Linguistics,1,1,1,article,en,4,1,1,44,0.022727272727272728,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3210359682,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,0,6,5,141,0.0425531914893617,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3130448478,2021-01-01,2021-01,Arts and Humanities,History,1,1,1,article,en,0,5,5,220,0.022727272727272728,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4251823205,2021-01-01,2021-01,Arts and Humanities,Visual Arts and Performing Arts,1,1,0,article,en,0,1,1,62,0.016129032258064516,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4206425697,2021-01-01,2021-01,Arts and Humanities,History,1,1,1,article,en,4,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W3137281921,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,10,10,1,article,en,0,23,15,155,0.14838709677419354,1,2021,Pre-ChatGPT,1,1
https://openalex.org/W4206743593,2021-01-01,2021-01,Arts and Humanities,History,1,1,0,article,en,0,2,2,113,0.017699115044247787,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4391412378,2021-01-01,2021-01,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,17,9,8,200,0.045,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3128551068,2021-02-05,2021-02,Arts and Humanities,Religious studies,1,1,1,article,en,9,3,1,121,0.024793388429752067,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3131323526,2021-02-24,2021-02,Arts and Humanities,Literature and Literary Theory,2,2,1,article,en,10,9,7,138,0.06521739130434782,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3163477451,2021-02-11,2021-02,Arts and Humanities,Museology,1,1,0,article,en,0,6,4,132,0.045454545454545456,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3138808880,2021-02-01,2021-02,Arts and Humanities,Philosophy,5,5,0,article,en,0,4,3,86,0.046511627906976744,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3126581700,2021-02-10,2021-02,Arts and Humanities,Philosophy,2,2,2,article,en,152,11,10,205,0.05365853658536585,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3130163644,2021-02-15,2021-02,Arts and Humanities,History,1,1,1,article,en,101,14,11,153,0.0915032679738562,1,2021,Pre-ChatGPT,1,0
https://openalex.org/W3117894210,2021-02-18,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,4,4,3,91,0.04395604395604396,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3127451511,2021-02-06,2021-02,Arts and Humanities,Archeology,6,6,3,article,en,45,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W3131924968,2021-02-01,2021-02,Arts and Humanities,Religious studies,1,1,1,article,en,0,3,3,101,0.0297029702970297,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3135121175,2021-02-24,2021-02,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,0,0,0,21,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3132830064,2021-02-08,2021-02,Arts and Humanities,Language and Linguistics,2,2,2,article,en,0,0,0,12,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3151465465,2021-02-28,2021-02,Arts and Humanities,Philosophy,1,1,0,article,en,0,0,0,1,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3127208363,2021-02-09,2021-02,Arts and Humanities,Literature and Literary Theory,4,4,1,article,en,75,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W3146031486,2021-02-11,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,1,9,8,130,0.06923076923076923,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3159031083,2021-02-07,2021-02,Arts and Humanities,Philosophy,1,1,1,article,en,21,9,9,193,0.046632124352331605,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3137607960,2021-02-03,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,0,9,7,173,0.05202312138728324,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3133359347,2021-02-19,2021-02,Arts and Humanities,Music,2,2,1,article,en,72,7,5,131,0.05343511450381679,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3131723474,2021-02-16,2021-02,Arts and Humanities,Archeology,1,1,1,article,en,6,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W3127891345,2021-02-18,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,0,5,4,147,0.034013605442176874,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3129420681,2021-02-23,2021-02,Arts and Humanities,Language and Linguistics,1,1,0,article,en,8,2,1,78,0.02564102564102564,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3202122279,2021-02-01,2021-02,Arts and Humanities,Literature and Literary Theory,6,6,0,article,en,0,6,4,135,0.044444444444444446,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3126809382,2021-02-01,2021-02,Arts and Humanities,Archeology,3,3,1,article,en,44,0,0,0,0.0,0,2021,Pre-ChatGPT,0,0
https://openalex.org/W3133070637,2021-02-09,2021-02,Arts and Humanities,Music,1,1,0,article,en,0,4,4,120,0.03333333333333333,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3136304801,2021-02-28,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,0,article,en,4,12,10,157,0.07643312101910828,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3154296962,2021-02-27,2021-02,Arts and Humanities,Language and Linguistics,3,3,1,article,en,11,6,5,171,0.03508771929824561,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4252376129,2021-02-28,2021-02,Arts and Humanities,Language and Linguistics,1,1,1,article,en,2,5,2,168,0.02976190476190476,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3126207107,2021-02-04,2021-02,Arts and Humanities,Language and Linguistics,1,1,1,article,en,53,10,9,194,0.05154639175257732,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3130720603,2021-02-03,2021-02,Arts and Humanities,History,1,1,0,article,en,0,1,1,18,0.05555555555555555,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3126275021,2021-02-02,2021-02,Arts and Humanities,Religious studies,1,1,1,article,en,5,6,6,165,0.03636363636363636,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3133622732,2021-02-28,2021-02,Arts and Humanities,Language and Linguistics,1,1,0,article,en,0,0,0,2,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3141862426,2021-02-02,2021-02,Arts and Humanities,Archeology,3,3,0,article,en,0,13,7,556,0.023381294964028777,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3161078491,2021-02-22,2021-02,Arts and Humanities,History,1,1,1,article,en,2,12,9,246,0.04878048780487805,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3126989649,2021-02-01,2021-02,Arts and Humanities,Music,1,1,1,article,en,0,4,4,105,0.0380952380952381,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3133679444,2021-02-25,2021-02,Arts and Humanities,Museology,1,1,1,article,en,0,5,4,163,0.03067484662576687,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3128154992,2021-02-01,2021-02,Arts and Humanities,History,1,1,0,article,en,89,9,7,402,0.022388059701492536,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3134619875,2021-02-25,2021-02,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,0,6,5,121,0.049586776859504134,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3129776954,2021-02-08,2021-02,Arts and Humanities,Language and Linguistics,1,1,0,article,en,20,10,8,169,0.05917159763313609,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3202115534,2021-02-06,2021-02,Arts and Humanities,Conservation,2,2,1,article,en,9,10,7,221,0.04524886877828054,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3126307681,2021-02-16,2021-02,Arts and Humanities,Conservation,1,1,0,article,en,0,0,0,18,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3210385280,2021-02-18,2021-02,Arts and Humanities,Language and Linguistics,1,1,0,article,en,0,4,4,123,0.032520325203252036,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3132055906,2021-02-16,2021-02,Arts and Humanities,Language and Linguistics,1,1,1,article,en,18,17,14,312,0.05448717948717949,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3130007853,2021-02-19,2021-02,Arts and Humanities,Archeology,1,1,2,article,en,1,4,3,77,0.05194805194805195,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W4293359916,2021-02-28,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,6,13,7,276,0.04710144927536232,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3131009710,2021-02-01,2021-02,Arts and Humanities,Archeology,1,1,1,article,en,0,2,2,113,0.017699115044247787,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3134700896,2021-02-26,2021-02,Arts and Humanities,Literature and Literary Theory,1,1,1,article,en,23,2,2,28,0.07142857142857142,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3132072674,2021-02-12,2021-02,Arts and Humanities,Religious studies,1,1,1,article,en,7,8,6,213,0.03755868544600939,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3137544298,2021-02-26,2021-02,Arts and Humanities,Philosophy,1,1,1,article,en,46,2,2,107,0.018691588785046728,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3175538892,2021-02-15,2021-02,Arts and Humanities,History,1,1,0,article,en,0,5,5,149,0.03355704697986577,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3129501985,2021-02-01,2021-02,Arts and Humanities,Archeology,4,4,1,article,en,4,11,8,174,0.06321839080459771,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3135564326,2021-02-28,2021-02,Arts and Humanities,Philosophy,1,1,0,article,en,0,5,4,146,0.03424657534246575,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3134026679,2021-02-01,2021-02,Arts and Humanities,Archeology,5,5,1,article,en,3,6,5,211,0.02843601895734597,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3131234841,2021-02-19,2021-02,Arts and Humanities,Archeology,2,2,0,article,en,41,0,0,2,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3138679040,2021-02-01,2021-02,Arts and Humanities,Religious studies,1,1,1,article,en,0,2,1,29,0.06896551724137931,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3137223449,2021-02-28,2021-02,Arts and Humanities,Philosophy,1,1,0,article,en,57,6,5,116,0.05172413793103448,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3130211121,2021-02-12,2021-02,Arts and Humanities,History and Philosophy of Science,1,1,1,article,en,0,0,0,2,0.0,1,2021,Pre-ChatGPT,0,0
https://openalex.org/W3132241413,2021-02-22,2021-02,Arts and Humanities,Classics,1,1,1,article,en,0,0,0,34,0.0,1,2021,Pre-ChatGPT,0,0
